Protein,mf-go
Q9NWW9,GO:0016746
Q9NWW9,GO:0005515
Q9NWW9,GO:0016788
Q9NWW9,GO:0004620
Q9NWW9,GO:0016747
Q9NWX5,GO:0005488
Q9NWX5,GO:0003674
Q9NWX5,GO:0005515
Q9NWX6,GO:0005525
Q9NWX6,GO:0016740
Q9NWX6,GO:0043168
Q9NWX6,GO:0032559
Q9NWX6,GO:0003723
Q9NWX6,GO:0140640
Q9NWX6,GO:0017076
Q9NWX6,GO:0043169
Q9NWX6,GO:0032555
Q9NWX6,GO:0140098
Q9NWX6,GO:0030234
Q9NWX6,GO:0042802
Q9NWX6,GO:0043167
Q9NWX6,GO:0005085
Q9NWX6,GO:0140101
Q9NWX6,GO:0016779
Q9NWX6,GO:0032553
Q9NWX6,GO:0005515
Q9NWX6,GO:0097367
Q9NWX6,GO:0000166
Q9NWX6,GO:0046872
Q9NWX6,GO:0005488
Q9NWX6,GO:1901265
Q9NWX6,GO:0016772
Q9NWX6,GO:0060589
Q9NWX6,GO:1901363
Q9NWX6,GO:0035639
Q9NWX6,GO:0005524
Q9NWX6,GO:0030554
Q9NWX6,GO:0019001
Q9NWX6,GO:0000287
Q9NWX6,GO:0030695
Q9NWX6,GO:0003824
Q9NWX6,GO:0003674
Q9NWX6,GO:0098772
Q9NWX6,GO:0036094
Q9NWX6,GO:0003676
Q9NWX6,GO:0032561
Q9NWY4,GO:0005488
Q9NWY4,GO:0140767
Q9NWY4,GO:0042393
Q9NWY4,GO:0030674
Q9NWY4,GO:0003682
Q9NWY4,GO:0003674
Q9NWY4,GO:0005515
Q9NWY4,GO:0097367
Q9NWY4,GO:0060090
Q9NWZ3,GO:0016740
Q9NWZ3,GO:0043168
Q9NWZ3,GO:0005126
Q9NWZ3,GO:0032559
Q9NWZ3,GO:0017076
Q9NWZ3,GO:0043169
Q9NWZ3,GO:0032555
Q9NWZ3,GO:0043167
Q9NWZ3,GO:0004674
Q9NWZ3,GO:0016301
Q9NWZ3,GO:0019900
Q9NWZ3,GO:0005102
Q9NWZ3,GO:0032553
Q9NWZ3,GO:0005515
Q9NWZ3,GO:0097367
Q9NWZ3,GO:0000166
Q9NWZ3,GO:0004672
Q9NWZ3,GO:0046872
Q9NWZ3,GO:0019899
Q9NWZ3,GO:0005488
Q9NWZ3,GO:1901265
Q9NWZ3,GO:0016772
Q9NWZ3,GO:1901363
Q9NWZ3,GO:0035639
Q9NWZ3,GO:0005524
Q9NWZ3,GO:0070851
Q9NWZ3,GO:0030554
Q9NWZ3,GO:0106310
Q9NWZ3,GO:0016773
Q9NWZ3,GO:0019901
Q9NWZ3,GO:0000287
Q9NWZ3,GO:0003824
Q9NWZ3,GO:0003674
Q9NWZ3,GO:0036094
Q9NWZ3,GO:0140096
Q9NWZ5,GO:0016740
Q9NWZ5,GO:0043168
Q9NWZ5,GO:0032559
Q9NWZ5,GO:0017076
Q9NWZ5,GO:0032555
Q9NWZ5,GO:0043167
Q9NWZ5,GO:0016301
Q9NWZ5,GO:0032553
Q9NWZ5,GO:0005515
Q9NWZ5,GO:0097367
Q9NWZ5,GO:0000166
Q9NWZ5,GO:0005488
Q9NWZ5,GO:1901265
Q9NWZ5,GO:0016772
Q9NWZ5,GO:1901363
Q9NWZ5,GO:0035639
Q9NWZ5,GO:0005524
Q9NWZ5,GO:0030554
Q9NWZ5,GO:0016773
Q9NWZ5,GO:0003824
Q9NWZ5,GO:0003674
Q9NWZ5,GO:0036094
Q9NWZ8,GO:0005488
Q9NWZ8,GO:0003674
Q9NWZ8,GO:0005515
Q9NX00,GO:0005488
Q9NX00,GO:0003674
Q9NX00,GO:0005515
Q9NX01,GO:0005488
Q9NX01,GO:0003674
Q9NX01,GO:0005515
Q9NX02,GO:0019904
Q9NX02,GO:0005515
Q9NX02,GO:0005488
Q9NX02,GO:0003674
Q9NX04,GO:0005488
Q9NX04,GO:0003674
Q9NX04,GO:0005515
Q9NX05,GO:0003723
Q9NX05,GO:0005488
Q9NX05,GO:0003674
Q9NX05,GO:0003676
Q9NX07,GO:0005488
Q9NX07,GO:0016740
Q9NX07,GO:0016755
Q9NX07,GO:0140101
Q9NX07,GO:0003824
Q9NX07,GO:0003723
Q9NX07,GO:0140640
Q9NX07,GO:0003674
Q9NX07,GO:0016746
Q9NX07,GO:0003676
Q9NX07,GO:0005515
Q9NX07,GO:0140098
Q9NX07,GO:0000048
Q9NX07,GO:0140096
Q9NX08,GO:0005515
Q9NX08,GO:0005488
Q9NX08,GO:0061629
Q9NX08,GO:0140297
Q9NX08,GO:0008134
Q9NX08,GO:0003674
Q9NX09,GO:0005515
Q9NX09,GO:0005488
Q9NX09,GO:0003674
Q9NX14,GO:0005488
Q9NX14,GO:0003674
Q9NX14,GO:0005515
Q9NX18,GO:0005515
Q9NX18,GO:0005488
Q9NX18,GO:0003674
Q9NX20,GO:0016740
Q9NX20,GO:0003723
Q9NX20,GO:0140640
Q9NX20,GO:0140098
Q9NX20,GO:0140101
Q9NX20,GO:0003735
Q9NX20,GO:0005488
Q9NX20,GO:0016746
Q9NX20,GO:0016755
Q9NX20,GO:0005198
Q9NX20,GO:0003824
Q9NX20,GO:0003674
Q9NX20,GO:0003676
Q9NX20,GO:0000048
Q9NX20,GO:0140096
Q9NX24,GO:0016740
Q9NX24,GO:0140097
Q9NX24,GO:0003723
Q9NX24,GO:0140640
Q9NX24,GO:0016779
Q9NX24,GO:0003730
Q9NX24,GO:0005515
Q9NX24,GO:0005488
Q9NX24,GO:0016772
Q9NX24,GO:0003729
Q9NX24,GO:0003824
Q9NX24,GO:0003674
Q9NX24,GO:0003676
Q9NX31,GO:0005488
Q9NX31,GO:0003674
Q9NX31,GO:0005515
Q9NX36,GO:0005488
Q9NX36,GO:0003674
Q9NX36,GO:0005515
Q9NX38,GO:0044877
Q9NX38,GO:0005515
Q9NX38,GO:0003779
Q9NX38,GO:0005488
Q9NX38,GO:0008092
Q9NX38,GO:0003674
Q9NX38,GO:0051015
Q9NX40,GO:0005488
Q9NX40,GO:0003674
Q9NX40,GO:0005515
Q9NX45,GO:0005488
Q9NX45,GO:0000977
Q9NX45,GO:0000976
Q9NX45,GO:0003690
Q9NX45,GO:0003677
Q9NX45,GO:0043565
Q9NX45,GO:1990837
Q9NX45,GO:0000981
Q9NX45,GO:0001067
Q9NX45,GO:0003700
Q9NX45,GO:0003674
Q9NX45,GO:0140110
Q9NX45,GO:0003676
Q9NX45,GO:0005515
Q9NX45,GO:0046983
Q9NX45,GO:0042803
Q9NX45,GO:0042802
Q9NX45,GO:0046982
Q9NX46,GO:0043169
Q9NX46,GO:0004553
Q9NX46,GO:0016788
Q9NX46,GO:0043167
Q9NX46,GO:0005515
Q9NX46,GO:0046872
Q9NX46,GO:0005488
Q9NX46,GO:0052689
Q9NX46,GO:0000287
Q9NX46,GO:0003824
Q9NX46,GO:0003674
Q9NX46,GO:0016798
Q9NX46,GO:0036094
Q9NX46,GO:0016787
Q9NX46,GO:0140096
Q9NX47,GO:0019787
Q9NX47,GO:0016740
Q9NX47,GO:0051020
Q9NX47,GO:0004842
Q9NX47,GO:0046914
Q9NX47,GO:0043169
Q9NX47,GO:0008270
Q9NX47,GO:0043167
Q9NX47,GO:0005515
Q9NX47,GO:0046872
Q9NX47,GO:0019899
Q9NX47,GO:0005488
Q9NX47,GO:0016746
Q9NX47,GO:0061659
Q9NX47,GO:0061630
Q9NX47,GO:0016755
Q9NX47,GO:0003824
Q9NX47,GO:0003674
Q9NX47,GO:0036094
Q9NX47,GO:0140096
Q9NX52,GO:0003674
Q9NX52,GO:0008233
Q9NX52,GO:0004175
Q9NX52,GO:0008236
Q9NX52,GO:0016787
Q9NX52,GO:0004252
Q9NX52,GO:0017171
Q9NX52,GO:0003824
Q9NX52,GO:0140096
Q9NX55,GO:0005488
Q9NX55,GO:0003674
Q9NX55,GO:0005515
Q9NX57,GO:0005525
Q9NX57,GO:0043168
Q9NX57,GO:0016817
Q9NX57,GO:0017076
Q9NX57,GO:0017111
Q9NX57,GO:0032555
Q9NX57,GO:0043167
Q9NX57,GO:0032553
Q9NX57,GO:0005515
Q9NX57,GO:0097367
Q9NX57,GO:0000166
Q9NX57,GO:0016818
Q9NX57,GO:0005488
Q9NX57,GO:1901265
Q9NX57,GO:0003925
Q9NX57,GO:1901363
Q9NX57,GO:0035639
Q9NX57,GO:0019001
Q9NX57,GO:0016462
Q9NX57,GO:0003824
Q9NX57,GO:0003674
Q9NX57,GO:0098772
Q9NX57,GO:0016787
Q9NX57,GO:0036094
Q9NX57,GO:0032561
Q9NX57,GO:0003924
Q9NX58,GO:0003723
Q9NX58,GO:0042802
Q9NX58,GO:0005515
Q9NX58,GO:0005488
Q9NX58,GO:0140678
Q9NX58,GO:0140297
Q9NX58,GO:0008134
Q9NX58,GO:0003674
Q9NX58,GO:0098772
Q9NX58,GO:0003676
Q9NX58,GO:0003677
Q9NX61,GO:0005488
Q9NX61,GO:0003674
Q9NX61,GO:0005515
Q9NX62,GO:0016791
Q9NX62,GO:0003824
Q9NX62,GO:0003674
Q9NX62,GO:0042578
Q9NX62,GO:0016787
Q9NX62,GO:0016788
Q9NX63,GO:0005488
Q9NX63,GO:0003674
Q9NX63,GO:0019902
Q9NX63,GO:0005515
Q9NX63,GO:0060090
Q9NX63,GO:0019899
Q9NX65,GO:0005488
Q9NX65,GO:0000977
Q9NX65,GO:0000976
Q9NX65,GO:0003690
Q9NX65,GO:0043565
Q9NX65,GO:1990837
Q9NX65,GO:0000981
Q9NX65,GO:0001067
Q9NX65,GO:0003700
Q9NX65,GO:0000987
Q9NX65,GO:0003674
Q9NX65,GO:0140110
Q9NX65,GO:0003676
Q9NX65,GO:0005515
Q9NX65,GO:0000978
Q9NX65,GO:0042802
Q9NX65,GO:0003677
Q9NX70,GO:0140110
Q9NX70,GO:0005515
Q9NX70,GO:0005488
Q9NX70,GO:0003712
Q9NX70,GO:0003674
Q9NX74,GO:0043168
Q9NX74,GO:0016491
Q9NX74,GO:0003723
Q9NX74,GO:0140640
Q9NX74,GO:0017076
Q9NX74,GO:0140098
Q9NX74,GO:0030234
Q9NX74,GO:0043167
Q9NX74,GO:0019900
Q9NX74,GO:0140101
Q9NX74,GO:0032553
Q9NX74,GO:0005515
Q9NX74,GO:0097367
Q9NX74,GO:0000166
Q9NX74,GO:0019899
Q9NX74,GO:0005488
Q9NX74,GO:1901265
Q9NX74,GO:0140678
Q9NX74,GO:1901363
Q9NX74,GO:0019887
Q9NX74,GO:0030554
Q9NX74,GO:0019901
Q9NX74,GO:0004857
Q9NX74,GO:0003824
Q9NX74,GO:0003674
Q9NX74,GO:0098772
Q9NX74,GO:0036094
Q9NX74,GO:0003676
Q9NX74,GO:0019207
Q9NX76,GO:0005515
Q9NX76,GO:0005488
Q9NX76,GO:0003674
Q9NX77,GO:0003674
Q9NX77,GO:0005198
Q9NX78,GO:0016740
Q9NX78,GO:0016758
Q9NX78,GO:0003824
Q9NX78,GO:0003674
Q9NX78,GO:0016757
Q9NX78,GO:0140096
Q9NX94,GO:0004930
Q9NX94,GO:0060089
Q9NX94,GO:0005488
Q9NX94,GO:0044389
Q9NX94,GO:0038023
Q9NX94,GO:0003674
Q9NX94,GO:0005515
Q9NX94,GO:0031625
Q9NX94,GO:0004888
Q9NX94,GO:0019899
Q9NX95,GO:0005515
Q9NX95,GO:0005488
Q9NX95,GO:0003674
Q9NXA8,GO:0016740
Q9NXA8,GO:0043168
Q9NXA8,GO:0017076
Q9NXA8,GO:0046914
Q9NXA8,GO:0043169
Q9NXA8,GO:0008270
Q9NXA8,GO:0043167
Q9NXA8,GO:0016757
Q9NXA8,GO:0000166
Q9NXA8,GO:0046872
Q9NXA8,GO:0005488
Q9NXA8,GO:1901265
Q9NXA8,GO:1901363
Q9NXA8,GO:0016746
Q9NXA8,GO:0030554
Q9NXA8,GO:0016810
Q9NXA8,GO:0016747
Q9NXA8,GO:0003824
Q9NXA8,GO:0003674
Q9NXA8,GO:0016787
Q9NXA8,GO:0036094
Q9NXA8,GO:0140993
Q9NXA8,GO:0140096
Q9NXB0,GO:0005515
Q9NXB0,GO:0005488
Q9NXB0,GO:0003674
Q9NXB9,GO:0016740
Q9NXB9,GO:0005515
Q9NXB9,GO:0005488
Q9NXB9,GO:0016746
Q9NXB9,GO:0016747
Q9NXB9,GO:0003824
Q9NXB9,GO:0003674
Q9NXC2,GO:1901265
Q9NXC2,GO:0005488
Q9NXC2,GO:0000166
Q9NXC2,GO:0003674
Q9NXC2,GO:0036094
Q9NXC2,GO:0042802
Q9NXC2,GO:0005515
Q9NXC2,GO:1901363
Q9NXC5,GO:0005515
Q9NXC5,GO:0005488
Q9NXC5,GO:0003674
Q9NXE4,GO:0042578
Q9NXE4,GO:0016788
Q9NXE4,GO:0120569
Q9NXE4,GO:0003824
Q9NXE4,GO:0003674
Q9NXE4,GO:0016787
Q9NXE4,GO:0016298
Q9NXE8,GO:0005488
Q9NXE8,GO:0003674
Q9NXE8,GO:0005515
Q9NXF1,GO:0005488
Q9NXF1,GO:0003674
Q9NXF1,GO:0005515
Q9NXF7,GO:0005488
Q9NXF7,GO:0003674
Q9NXF7,GO:0005515
Q9NXF8,GO:0016740
Q9NXF8,GO:0016746
Q9NXF8,GO:0016747
Q9NXF8,GO:0003824
Q9NXF8,GO:0003674
Q9NXF8,GO:0140096
Q9NXG0,GO:0019901
Q9NXG0,GO:0019904
Q9NXG0,GO:0005488
Q9NXG0,GO:0030674
Q9NXG0,GO:0019900
Q9NXG0,GO:0003674
Q9NXG0,GO:0005515
Q9NXG0,GO:0060090
Q9NXG0,GO:0019899
Q9NXG2,GO:0005488
Q9NXG2,GO:0003723
Q9NXG2,GO:0003674
Q9NXG2,GO:0003676
Q9NXG2,GO:0005515
Q9NXG6,GO:0005488
Q9NXG6,GO:0016705
Q9NXG6,GO:0043167
Q9NXG6,GO:0016491
Q9NXG6,GO:0043168
Q9NXG6,GO:0030246
Q9NXG6,GO:0031406
Q9NXG6,GO:0003824
Q9NXG6,GO:1901363
Q9NXG6,GO:0043177
Q9NXG6,GO:0003674
Q9NXG6,GO:0046914
Q9NXG6,GO:0043169
Q9NXG6,GO:0036094
Q9NXG6,GO:0005515
Q9NXG6,GO:0005506
Q9NXG6,GO:0019842
Q9NXG6,GO:0005509
Q9NXG6,GO:0046872
Q9NXG6,GO:0140096
Q9NXH3,GO:0005488
Q9NXH3,GO:0019208
Q9NXH3,GO:0004857
Q9NXH3,GO:0140678
Q9NXH3,GO:0019888
Q9NXH3,GO:0003674
Q9NXH3,GO:0019902
Q9NXH3,GO:0098772
Q9NXH3,GO:0005515
Q9NXH3,GO:0019903
Q9NXH3,GO:0030234
Q9NXH3,GO:0019899
Q9NXH8,GO:0005488
Q9NXH8,GO:0016887
Q9NXH8,GO:0043167
Q9NXH8,GO:0043168
Q9NXH8,GO:0016462
Q9NXH8,GO:1901265
Q9NXH8,GO:0140657
Q9NXH8,GO:0016817
Q9NXH8,GO:0032559
Q9NXH8,GO:0003824
Q9NXH8,GO:1901363
Q9NXH8,GO:0003674
Q9NXH8,GO:0017076
Q9NXH8,GO:0035639
Q9NXH8,GO:0005524
Q9NXH8,GO:0016787
Q9NXH8,GO:0017111
Q9NXH8,GO:0036094
Q9NXH8,GO:0032555
Q9NXH8,GO:0032553
Q9NXH8,GO:0097367
Q9NXH8,GO:0000166
Q9NXH8,GO:0030554
Q9NXH8,GO:0016818
Q9NXH9,GO:0005488
Q9NXH9,GO:0016740
Q9NXH9,GO:0043167
Q9NXH9,GO:0016741
Q9NXH9,GO:0140101
Q9NXH9,GO:0003824
Q9NXH9,GO:0003723
Q9NXH9,GO:0140640
Q9NXH9,GO:0003674
Q9NXH9,GO:0008757
Q9NXH9,GO:0043169
Q9NXH9,GO:0036094
Q9NXH9,GO:0008170
Q9NXH9,GO:0003676
Q9NXH9,GO:0005515
Q9NXH9,GO:0140098
Q9NXH9,GO:0046872
Q9NXH9,GO:0008168
Q9NXI6,GO:0019787
Q9NXI6,GO:0016740
Q9NXI6,GO:0004842
Q9NXI6,GO:0005515
Q9NXI6,GO:0031625
Q9NXI6,GO:0019899
Q9NXI6,GO:0005488
Q9NXI6,GO:0044389
Q9NXI6,GO:0016746
Q9NXI6,GO:0061659
Q9NXI6,GO:0061630
Q9NXI6,GO:0016755
Q9NXI6,GO:0003824
Q9NXI6,GO:0003674
Q9NXI6,GO:0140096
Q9NXJ0,GO:0005488
Q9NXJ0,GO:0003674
Q9NXJ0,GO:0005515
Q9NXJ5,GO:0003824
Q9NXJ5,GO:0003674
Q9NXJ5,GO:0016787
Q9NXJ5,GO:0008234
Q9NXJ5,GO:0008233
Q9NXJ5,GO:0140096
Q9NXK6,GO:0060089
Q9NXK6,GO:0005488
Q9NXK6,GO:0003674
Q9NXK6,GO:0005515
Q9NXK6,GO:0038023
Q9NXK8,GO:0005488
Q9NXK8,GO:0003674
Q9NXK8,GO:0005515
Q9NXL2,GO:0005488
Q9NXL2,GO:0005085
Q9NXL2,GO:0030695
Q9NXL2,GO:0098772
Q9NXL2,GO:0003674
Q9NXL2,GO:0060589
Q9NXL2,GO:0005515
Q9NXL2,GO:0030234
Q9NXL6,GO:0005488
Q9NXL6,GO:0005215
Q9NXL6,GO:0003723
Q9NXL6,GO:0008289
Q9NXL6,GO:0003674
Q9NXL6,GO:0036094
Q9NXL6,GO:0022857
Q9NXL6,GO:0003676
Q9NXL6,GO:0005496
Q9NXL9,GO:0120545
Q9NXL9,GO:0004386
Q9NXL9,GO:0043168
Q9NXL9,GO:0016817
Q9NXL9,GO:0032559
Q9NXL9,GO:0140097
Q9NXL9,GO:0140640
Q9NXL9,GO:0017076
Q9NXL9,GO:0017111
Q9NXL9,GO:0032555
Q9NXL9,GO:0120543
Q9NXL9,GO:0043167
Q9NXL9,GO:0140657
Q9NXL9,GO:0044877
Q9NXL9,GO:0032553
Q9NXL9,GO:0005515
Q9NXL9,GO:0097367
Q9NXL9,GO:0000166
Q9NXL9,GO:0016853
Q9NXL9,GO:0008094
Q9NXL9,GO:0019899
Q9NXL9,GO:0016818
Q9NXL9,GO:0005488
Q9NXL9,GO:1901265
Q9NXL9,GO:1901363
Q9NXL9,GO:0035639
Q9NXL9,GO:0005524
Q9NXL9,GO:0030554
Q9NXL9,GO:0016887
Q9NXL9,GO:0016462
Q9NXL9,GO:0003682
Q9NXL9,GO:0003824
Q9NXL9,GO:0003674
Q9NXL9,GO:0016787
Q9NXL9,GO:0036094
Q9NXL9,GO:0003676
Q9NXL9,GO:0003697
Q9NXL9,GO:0003677
Q9NXN4,GO:0005488
Q9NXN4,GO:0003674
Q9NXN4,GO:0005515
Q9NXP7,GO:0005488
Q9NXP7,GO:0003674
Q9NXP7,GO:0003676
Q9NXR1,GO:0015631
Q9NXR1,GO:0042802
Q9NXR1,GO:0019904
Q9NXR1,GO:0005515
Q9NXR1,GO:0008017
Q9NXR1,GO:0005488
Q9NXR1,GO:0008092
Q9NXR1,GO:0003674
Q9NXR5,GO:0005488
Q9NXR5,GO:0003674
Q9NXR5,GO:0005515
Q9NXR7,GO:0005126
Q9NXR7,GO:0019783
Q9NXR7,GO:0101005
Q9NXR7,GO:0005102
Q9NXR7,GO:0005515
Q9NXR7,GO:0008233
Q9NXR7,GO:0004843
Q9NXR7,GO:0005488
Q9NXR7,GO:0042277
Q9NXR7,GO:0003824
Q9NXR7,GO:0003674
Q9NXR7,GO:0016787
Q9NXR7,GO:0008234
Q9NXR7,GO:0140096
Q9NXR8,GO:0016740
Q9NXR8,GO:0030674
Q9NXR8,GO:0140463
Q9NXR8,GO:0060090
Q9NXR8,GO:0042393
Q9NXR8,GO:0005515
Q9NXR8,GO:0140566
Q9NXR8,GO:0005488
Q9NXR8,GO:0016746
Q9NXR8,GO:0016747
Q9NXR8,GO:0003682
Q9NXR8,GO:0003824
Q9NXR8,GO:0003674
Q9NXR8,GO:0140993
Q9NXR8,GO:0140096
Q9NXS2,GO:0005488
Q9NXS2,GO:0016740
Q9NXS2,GO:0043167
Q9NXS2,GO:0016755
Q9NXS2,GO:0003824
Q9NXS2,GO:0003674
Q9NXS2,GO:0046914
Q9NXS2,GO:0043169
Q9NXS2,GO:0036094
Q9NXS2,GO:0016746
Q9NXS2,GO:0008270
Q9NXS2,GO:0046872
Q9NXS2,GO:0140096
Q9NXS3,GO:0140767
Q9NXS3,GO:0005488
Q9NXS3,GO:0030674
Q9NXS3,GO:0003674
Q9NXS3,GO:1990756
Q9NXS3,GO:0005515
Q9NXS3,GO:0060090
Q9NXT0,GO:0005488
Q9NXT0,GO:0000977
Q9NXT0,GO:0000976
Q9NXT0,GO:0003690
Q9NXT0,GO:0043565
Q9NXT0,GO:1990837
Q9NXT0,GO:0000981
Q9NXT0,GO:0001067
Q9NXT0,GO:0003700
Q9NXT0,GO:0000987
Q9NXT0,GO:0003674
Q9NXT0,GO:0140110
Q9NXT0,GO:0003676
Q9NXT0,GO:0000978
Q9NXT0,GO:0003677
Q9NXU5,GO:0005525
Q9NXU5,GO:0005488
Q9NXU5,GO:0016818
Q9NXU5,GO:0043167
Q9NXU5,GO:0043168
Q9NXU5,GO:0016462
Q9NXU5,GO:1901265
Q9NXU5,GO:0016817
Q9NXU5,GO:0003824
Q9NXU5,GO:1901363
Q9NXU5,GO:0003674
Q9NXU5,GO:0017076
Q9NXU5,GO:0035639
Q9NXU5,GO:0016787
Q9NXU5,GO:0036094
Q9NXU5,GO:0017111
Q9NXU5,GO:0032555
Q9NXU5,GO:0032553
Q9NXU5,GO:0005515
Q9NXU5,GO:0097367
Q9NXU5,GO:0000166
Q9NXU5,GO:0032561
Q9NXU5,GO:0003924
Q9NXU5,GO:0019001
Q9NXV2,GO:0005488
Q9NXV2,GO:0044877
Q9NXV2,GO:0003674
Q9NXV2,GO:0005515
Q9NXV2,GO:0042802
Q9NXV6,GO:0005488
Q9NXV6,GO:0003674
Q9NXV6,GO:0005515
Q9NXW2,GO:0005488
Q9NXW2,GO:0031072
Q9NXW2,GO:0051087
Q9NXW2,GO:0003674
Q9NXW2,GO:0005515
Q9NXW9,GO:0016491
Q9NXW9,GO:0140097
Q9NXW9,GO:0140640
Q9NXW9,GO:0016705
Q9NXW9,GO:0005515
Q9NXW9,GO:0003779
Q9NXW9,GO:0005488
Q9NXW9,GO:0008092
Q9NXW9,GO:0003824
Q9NXW9,GO:0003674
Q9NXW9,GO:0140096
Q9NXX6,GO:0005488
Q9NXX6,GO:0003674
Q9NXX6,GO:0005515
Q9NXZ1,GO:0005488
Q9NXZ1,GO:0030674
Q9NXZ1,GO:0003674
Q9NXZ1,GO:0005515
Q9NXZ1,GO:0060090
Q9NXZ2,GO:0005488
Q9NXZ2,GO:0120545
Q9NXZ2,GO:0016887
Q9NXZ2,GO:0004386
Q9NXZ2,GO:0043167
Q9NXZ2,GO:0043168
Q9NXZ2,GO:0016462
Q9NXZ2,GO:1901265
Q9NXZ2,GO:0140657
Q9NXZ2,GO:0016817
Q9NXZ2,GO:0032559
Q9NXZ2,GO:0003824
Q9NXZ2,GO:1901363
Q9NXZ2,GO:0003723
Q9NXZ2,GO:0140640
Q9NXZ2,GO:0003674
Q9NXZ2,GO:0017076
Q9NXZ2,GO:0035639
Q9NXZ2,GO:0005524
Q9NXZ2,GO:0016787
Q9NXZ2,GO:0036094
Q9NXZ2,GO:0017111
Q9NXZ2,GO:0032555
Q9NXZ2,GO:0003676
Q9NXZ2,GO:0032553
Q9NXZ2,GO:0005515
Q9NXZ2,GO:0140098
Q9NXZ2,GO:0097367
Q9NXZ2,GO:0000166
Q9NXZ2,GO:0016853
Q9NXZ2,GO:0030554
Q9NXZ2,GO:0120543
Q9NXZ2,GO:0016818
Q9NY12,GO:0016740
Q9NY12,GO:0140097
Q9NY12,GO:0003723
Q9NY12,GO:0140640
Q9NY12,GO:0016779
Q9NY12,GO:0005515
Q9NY12,GO:0005488
Q9NY12,GO:0016772
Q9NY12,GO:0003824
Q9NY12,GO:0003674
Q9NY12,GO:0003676
Q9NY15,GO:0043168
Q9NY15,GO:0016491
Q9NY15,GO:0043169
Q9NY15,GO:0060090
Q9NY15,GO:0043167
Q9NY15,GO:0044877
Q9NY15,GO:0005515
Q9NY15,GO:0005509
Q9NY15,GO:0046872
Q9NY15,GO:0005488
Q9NY15,GO:0031406
Q9NY15,GO:0003824
Q9NY15,GO:0043177
Q9NY15,GO:0003674
Q9NY15,GO:0036094
Q9NY15,GO:0140096
Q9NY25,GO:0005515
Q9NY25,GO:0005488
Q9NY25,GO:0003674
Q9NY26,GO:0005488
Q9NY26,GO:0015075
Q9NY26,GO:0005215
Q9NY26,GO:0008324
Q9NY26,GO:0005102
Q9NY26,GO:0003674
Q9NY26,GO:0022857
Q9NY26,GO:0005515
Q9NY26,GO:0046873
Q9NY27,GO:0005488
Q9NY27,GO:0019208
Q9NY27,GO:0030674
Q9NY27,GO:0019899
Q9NY27,GO:0019888
Q9NY27,GO:0003674
Q9NY27,GO:0019902
Q9NY27,GO:0098772
Q9NY27,GO:0005515
Q9NY27,GO:0019903
Q9NY27,GO:0030234
Q9NY27,GO:0060090
Q9NY28,GO:0016740
Q9NY28,GO:0016758
Q9NY28,GO:0008194
Q9NY28,GO:0003824
Q9NY28,GO:0003674
Q9NY28,GO:0016757
Q9NY28,GO:0140096
Q9NY30,GO:0005488
Q9NY30,GO:0003674
Q9NY30,GO:0005515
Q9NY33,GO:0005488
Q9NY33,GO:0043167
Q9NY33,GO:0140096
Q9NY33,GO:0003824
Q9NY33,GO:0003674
Q9NY33,GO:0008238
Q9NY33,GO:0046914
Q9NY33,GO:0043169
Q9NY33,GO:0016787
Q9NY33,GO:0036094
Q9NY33,GO:0005515
Q9NY33,GO:0008270
Q9NY33,GO:0008233
Q9NY33,GO:0046872
Q9NY33,GO:0008237
Q9NY35,GO:0005488
Q9NY35,GO:0003674
Q9NY35,GO:0005515
Q9NY37,GO:0022836
Q9NY37,GO:0015075
Q9NY37,GO:0005261
Q9NY37,GO:0015276
Q9NY37,GO:0005215
Q9NY37,GO:0008324
Q9NY37,GO:0022803
Q9NY37,GO:0015078
Q9NY37,GO:0015267
Q9NY37,GO:0015081
Q9NY37,GO:0003674
Q9NY37,GO:0022857
Q9NY37,GO:0099094
Q9NY37,GO:0022834
Q9NY37,GO:0005216
Q9NY37,GO:0046873
Q9NY43,GO:0005488
Q9NY43,GO:0000977
Q9NY43,GO:0000976
Q9NY43,GO:0003690
Q9NY43,GO:0043565
Q9NY43,GO:0001216
Q9NY43,GO:1990837
Q9NY43,GO:0000981
Q9NY43,GO:0001067
Q9NY43,GO:0003700
Q9NY43,GO:0003674
Q9NY43,GO:0140110
Q9NY43,GO:0001228
Q9NY43,GO:0003676
Q9NY43,GO:0005515
Q9NY43,GO:0003677
Q9NY46,GO:0015075
Q9NY46,GO:0005261
Q9NY46,GO:0005215
Q9NY46,GO:0008324
Q9NY46,GO:0022803
Q9NY46,GO:0015267
Q9NY46,GO:0015081
Q9NY46,GO:0003674
Q9NY46,GO:0022857
Q9NY46,GO:0005216
Q9NY46,GO:0046873
Q9NY47,GO:0022836
Q9NY47,GO:0015075
Q9NY47,GO:0005261
Q9NY47,GO:0005215
Q9NY47,GO:0015085
Q9NY47,GO:0008324
Q9NY47,GO:0022803
Q9NY47,GO:0015267
Q9NY47,GO:0005262
Q9NY47,GO:0022843
Q9NY47,GO:0022832
Q9NY47,GO:0003674
Q9NY47,GO:0022857
Q9NY47,GO:0005216
Q9NY47,GO:0005244
Q9NY47,GO:0046873
Q9NY56,GO:0005488
Q9NY56,GO:0003674
Q9NY56,GO:0036094
Q9NY57,GO:0005488
Q9NY57,GO:0016740
Q9NY57,GO:0043167
Q9NY57,GO:0043168
Q9NY57,GO:0004674
